samples	BAMQC_TOTALREADS	BAMQC_PAIREDREADS	BAMQC_PROPPAIREDREADS	BAMQC_UNMAPREADS	BAMQC_MATEUNMAPREADS	BAMQC_SECONDARYREADS	BAMQC_QUALFAILREADS	BAMQC_READSONTARGET	BAMQC_READSPERSTARTPOINT	BAMQC_AVGREADLENGTH	BAMQC_INSERTMEAN	BAMQC_INSERTSD	BAMQC_SOFTCLIPBASES	BAMQC_HARDCLIPBASES	BAMQC_MISMATCHBASES	run	project	groupID
PROJECT_SUPERHELLO_0011_Bn_P_PE_449_EX	0.034498	94.3735868746014	93.7532610586121	0.0956577192880747	29	0.486984752739289	1740	69.6388196417184	1.05959316517494	147.488927112449	246.833333333333	64.8932884733767	0	0	5005	180724_M00146_0081_000000000-D4KDT	PROJECT_SUPERHELLO	011_T901
PROJECT_SUPERHELLO_0011_Bn_P_PE_488_EX	0.035078	93.7254119391071	92.6848737100177	0.253720280517703	80	0.592964251097554	1904	77.0482923769884	1.04780724120346	146.175168050613	300.117647058824	105.237480659887	2002	0	21021	180724_M00146_0081_000000000-D4KDT	PROJECT_SUPERHELLO	011_T899
PROJECT_SUPERHELLO_0012_Bn_P_PE_479_EX	0.039915	90.0438431667293	86.1280220468496	0.338218714768884	119	3.54002254791432	2426	75.2348741074784	1.05183060669027	144.909796611113	254.058823529412	94.6575689700607	97097	0	18018	180724_M00146_0081_000000000-D4KDT	PROJECT_SUPERHELLO	012_T847
PROJECT_SUPERHELLO_0013_Bn_P_PE_505_EX	0.037784	93.8386618674571	92.9308702096125	0.124391276730891	40	0.582257040016938	2061	82.1273554943892	1.04887140194657	148.388312274368	282.5	121.688639568367	0	0	17017	180724_M00146_0081_000000000-D4KDT	PROJECT_SUPERHELLO	013_T864
PROJECT_SQUID_010006_Lv_M_PE_364_EX	0.027168	88.0263545347468	84.8498233215548	0.128828032979976	15	5.30035335689046	1778	77.3741166077738	1.15510578688049	138.377838176876	199.133333333333	85.1389974623198	3003	0	16016	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0006-TS
PROJECT_SQUID_010040_Ov_P_PE_517_EX	0.081319	94.0665773066565	93.3238234606918	0.105756342306226	50	0.234877457912665	4548	72.626323491435	1.06428004953181	145.54242162784	286.548387096774	123.274631435113	74074	0	35035	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-03-0031-BC
PROJECT_SQUID_010056_Br_P_PE_343_EX	0.042243	84.2506450772909	79.0000710176834	0.15150439126009	36	9.94957744478375	2386	66.3494543474659	1.20436548223351	140.629390278168	195.526315789474	78.552274529736	179179	0	9009	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0056-TS
PROJECT_SQUID_010060_Fa_M_PE_331_EX	0.024184	83.5841878928217	80.995699636123	0.223288124379755	14	9.27059212702613	1674	28.9737016209064	1.33659568840101	133.357722370634	117.285714285714	23.8070474902723	259259	0	6006	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0060-TS
PROJECT_SQUID_010064_Lu_M_PE_389_EX	0.022118	91.2107785514061	88.4799710642915	0.0904240889773036	13	3.60792115019441	1126	72.4116104530247	1.11225671279705	145.927480916031	226.666666666667	83.9139771167805	53053	0	1001	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0064-TS
PROJECT_SQUID_010124_Ov_M_PE_332_EX	0.051931	79.4689106699274	73.8479906029154	0.103984132791589	28	13.500606574108	3597	50.1165007413684	1.27547519703292	141.433788073372	201.952380952381	92.2607465365088	453453	0	14014	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0124-TD
PROJECT_SQUID_010208_Ut_P_PE_328_EX	0.040429	83.8853298374929	79.8807786489896	0.0643102723292686	15	9.21863019119939	2762	49.5189096935368	1.27292519049585	135.861384678894	157.0625	45.1130091409341	212212	0	25025	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0208-TS
PROJECT_SQUID_010213_Ov_M_PE_385_EX	0.030984	86.6124451329719	80.793312677511	0.151691195455719	24	7.19726310353731	1871	58.152594887684	1.10984738822947	139.243292592041	212.066666666667	61.1047915924402	3003	0	8008	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0213-TS
PROJECT_SQUID_010215_Vg_P_PE_396_EX	0.038795	90.0811960304163	87.2200025776518	0.14434849851785	29	4.34334321433174	2107	74.8266529191906	1.16397428638043	139.550519357885	191.888888888889	88.7949503624871	50050	0	15015	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0215-TS
PROJECT_SQUID_010263_Ov_P_PE_317_EX	0.031952	76.6180520781172	71.4884827240861	0.125187781672509	16	15.491987981973	2481	50.1251877816725	1.29469007827374	136.078101384747	164.615384615385	50.9185449993622	176176	0	12012	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0263-TS
PROJECT_SQUID_010268_Ly_R_PE_515_EX	0.025543	94.1627843244725	92.8591003406021	0.113534040637357	12	0.332772188075011	1377	47.0265826253768	1.05602634467618	145.455471478463	265.636363636364	111.206010896462	24024	0	8008	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0268-BC
PROJECT_SQUID_010287_Ly_R_PE_502_EX	0.029408	93.9370239390642	93.4983677910773	0.275435255712731	49	0.190424374319913	1646	71.4805495103373	1.05677123182862	142.404705882353	227.647058823529	63.5063138838509	56056	0	36036	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0287-BC
PROJECT_SQUID_010296_Ly_R_PE_492_EX	0.05313	93.8396386222473	93.2354601919819	0.131752305665349	31	0.3613777526821	3011	73.4782608695652	1.07624557464813	144.436969733438	257.409090909091	99.9339141136914	0	0	15015	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0296-BC
PROJECT_SQUID_010301_Ly_R_PE_503_EX	0.041051	94.1852817227351	93.7394947747923	0.190007551582178	43	0.207059511339553	2224	73.1529073591386	1.05769546424469	145.2413097455	297.2	153.487979985405	62062	0	23023	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0301-BC
PROJECT_SQUID_010370_Ov_P_PE_376_EX	0.028851	87.4805032754497	82.5586634778691	0.117846868392777	19	6.31173962774254	1757	69.3910089771585	1.14390608711417	142.937675819169	186.615384615385	55.5026519969832	126126	0	9009	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0370-TS
PROJECT_SQUID_010438_Ly_R_PE_519_EX	0.034262	93.8765979802697	93.2315685015469	0.0963166189948047	18	0.531200747183469	1883	70.1184986282178	1.05190345368917	149.446648426813	274.214285714286	112.480587894362	0	0	16016	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0438-BC
PROJECT_SQUID_010438_Ov_P_PE_297_EX	0.035951	74.6126672415232	69.8200328224528	0.111262551806626	21	17.1650301799672	2916	41.7651803844121	1.37697007033215	130.946503131524	144.333333333333	53.8103666179255	334334	0	16016	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0438-TD
PROJECT_SQUID_010462_Ly_R_PE_519_EX	0.051688	94.0063457669091	93.2034514780994	0.123819842129701	30	0.619099210648506	2714	69.7183098591549	1.06027014642024	148.100205803663	272	84.00045787421	0	0	25025	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0462-BC
PROJECT_SQUID_010490_Ly_R_PE_510_EX	0.030769	93.795703467776	93.0904481783613	0.136501023757678	21	0.510253826903702	1710	65.0654879911599	1.05382508672632	142.97027027027	273.384615384615	163.54652994063	10010	0	17017	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0490-BC
PROJECT_SQUID_010500_Ly_R_PE_501_EX	0.093541	93.9352797169156	93.2115329107023	0.127216942303375	54	0.385927026651415	5193	67.4174960712415	1.05581456826321	146.103530295443	278.9375	111.89511574275	62062	0	53053	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0500-BC
PROJECT_SQUID_010507_Ly_R_PE_507_EX	0.037077	93.8722118833778	92.9498071580764	0.107883593602503	12	0.66078701081533	1987	56.6955255279553	1.06597243491579	144.865306708806	364	159.216309884802	66066	0	15015	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0507-BC
PROJECT_SQUID_010545_Br_P_PE_306_EX	0.043764	78.2035462937574	73.5696005849557	0.073119458916004	18	14.537062425738	3145	43.4580934101088	1.35076570887275	128.046106647188	122.947368421053	44.1224059135617	370370	0	26026	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0545-TD
PROJECT_SQUID_010545_Ly_R_PE_507_EX	0.054531	94.0951018686619	93.5999706588913	0.0770204104087583	19	0.441950450202637	2937	71.5904714749409	1.05922668813609	147.484165188751	306.434782608696	124.532456424876	3003	0	11011	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0545-BC
PROJECT_SQUID_010550_Ly_R_PE_509_EX	0.034051	94.1323309153916	93.2924143196969	0.0998502246630055	12	0.431705383101818	1817	67.6132859534228	1.0463924257264	149.651889058746	338.071428571429	108.703045223289	0	0	24024	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0550-BC
PROJECT_SQUID_010566_Br_P_PE_410_EX	0.054302	92.0850060771242	90.6062391808773	0.110493167839122	31	1.78630621339914	3268	66.3621966041766	1.1402412605751	139.167906567475	223.263157894737	98.6641523474902	176176	0	10010	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0040-TS
PROJECT_SQUID_010566_Ly_R_PE_527_EX	0.038425	93.8321405335068	93.1971372804164	0.236824983734548	58	0.377358490566038	2134	80.7573194534808	1.05885462555066	148.588323394814	294.25	140.280745293144	23023	0	22022	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0566-BC
PROJECT_SQUID_010590_Ly_R_PE_520_EX	0.029897	93.5712613305683	92.5912298892866	0.170585677492725	31	0.68568752717664	1666	70.3114024818544	1.06754693939856	142.841537086685	287.2	90.3380318581272	12012	0	9009	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0590-BC
PROJECT_SQUID_010590_Tn_P_PE_381_EX	0.034828	90.4616974847823	87.3779717468703	0.10623636154818	21	4.1231193292753	1849	74.7272309635925	1.13173114918992	142.08315876341	186.833333333333	60.7419404804731	98098	0	12012	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0590-TS
PROJECT_SQUID_010611_Ly_R_PE_519_EX	0.026689	93.8364120049459	92.6224287159504	0.0974184120798831	10	0.88051257072202	1384	67.510959571359	1.05448650469493	148.846989298834	291	93.6983703987674	2002	0	12012	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0611-BC
PROJECT_SQUID_010611_Nk_P_PE_425_EX	0.028245	90.1717118073995	86.8118251017879	0.173482032218092	32	3.90511594972562	1624	70.8798017348203	1.11345750262329	138.974282461031	202.666666666667	67.460276377205	115115	0	20020	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0611-TS
PROJECT_SQUID_010642_Ly_R_PE_534_EX	0.029644	93.4253137228444	92.1872891647551	0.0944541897179868	12	0.823100796113885	1677	67.5347456483606	1.06058517156862	146.056725040621	276.266666666667	109.447379543271	44044	0	5005	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0642-BC
PROJECT_SQUID_010642_So_M_PE_405_EX	0.037339	91.0870671415946	88.0098556469107	0.117839256541418	16	3.47893623289322	1985	80.4252925895177	1.09617739960033	143.744200405751	220.833333333333	72.3865011970848	9009	0	28028	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0642-TS
PROJECT_SQUID_010644_Ln_M_PE_428_EX	0.055619	90.920368938672	88.0490479871986	0.116866538413132	35	3.26327334184361	3170	64.7908088962405	1.0814371257485	142.541893254761	235.6	82.1543668954974	4004	0	12012	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0644-TS
PROJECT_SQUID_010644_Ly_R_PE_512_EX	0.031916	94.1408697831808	93.6207544805113	0.122195763880185	25	0.338388269206668	1723	84.6816643689685	1.06102341349719	143.790055248619	260.375	118.193102061838	0	0	3003	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0644-BC
PROJECT_SQUID_030016_Lu_P_PE_380_EX	0.044395	88.2464241468634	84.5095168374817	0.117130307467057	20	5.97589818673274	2513	67.6427525622255	1.15522528898325	146.022283482656	182.105263157895	94.6616660794154	48048	0	7007	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-03-0016-TS
PROJECT_SQUID_030016_Ly_R_PE_507_EX	0.04666	94.3827689669953	93.5962280325761	0.111444492070296	30	0.222888984140591	2465	77.231033004715	1.0685981898037	143.539022230296	247.2	77.2357430209615	0	0	13013	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-03-0016-BC
PROJECT_SQUID_030023_Ly_R_PE_506_EX	0.043117	93.7518844075423	93.1720667022288	0.109005728598929	21	0.303824477584248	2516	71.9692928543266	1.06705031413337	147.637780471514	278.9375	97.3405547228389	2002	0	9009	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-03-0023-BC
PROJECT_SQUID_030026_Ly_R_PE_524_EX	0.026825	94.0540540540541	93.4016775396086	0.145386766076421	16	0.346691519105312	1463	70.9002795899348	1.0617372275061	148.701862861673	299.538461538462	110.146486647147	0	0	5005	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-03-0026-BC
PROJECT_SQUID_030031_Bn_M_PE_379_EX	0.038412	91.9868791002812	90.5836717692388	0.11454753722795	19	2.04102884515256	2250	72.9667812142039	1.16434338441258	143.319720382634	190.25	57.793273830092	148148	0	13013	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-03-0031-TS
PROJECT_SQUID_030031_Ly_R_PE_348_EX	0.032817	84.6908614437639	80.8574824024134	0.0975104366639242	20	8.44988877715818	2219	54.9044702440808	1.2312702139914	134.664807685388	166.545454545455	40.6970261061456	185185	0	32032	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-01-0566-TS
PROJECT_SQUID_030041_Br_P_PE_426_EX	0.034419	92.082861210378	90.2757198059212	0.113309509282664	25	1.95531537813417	2013	78.5234899328859	1.12458306720601	143.640689089418	205.933333333333	62.5176952727963	159159	0	20020	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-03-0041-TD
PROJECT_SQUID_030041_Ly_R_PE_518_EX	0.027924	93.7795444778685	93.0848016043547	0.168313995129638	26	0.508523134221458	1548	71.6945996275605	1.06803165021616	137.113338679497	247.352941176471	126.391055703866	127127	0	15015	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-03-0041-BC
PROJECT_SQUID_040014_Ln_M_PE_360_EX	0.036718	90.6176807015633	88.2509940628575	0.098044555803693	19	3.24091726128874	2219	76.3331336129419	1.20150223891376	142.540137649145	183.9375	58.1318208363543	122122	0	21021	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-04-0014-TS
PROJECT_SQUID_040014_Ly_R_PE_504_EX	0.033947	93.360238018087	92.5943382331281	0.147288420184405	33	0.786520163784723	1937	53.0768550976522	1.06477841615429	144.466412141482	316.142857142857	136.562835952046	0	0	1001	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-04-0014-BC
PROJECT_SQUID_050003_Cr_P_PE_316_EX	0.032261	87.133070890549	84.5634047301696	0.0619943585133753	10	6.54350454108676	2020	55.8507175846998	1.30581622224287	133.288616150836	177.833333333333	67.9822280697929	199199	0	14014	180613_M00753_0048_000000000-D43DT	PROJECT_SQUID	PROJECT_SQUID-05-0003-TS
PROJECT_GNATS_0001_Bn_M_PE_361_EX	0.027809	91.2474378798231	89.3775396454385	0.0827070372900859	12	3.06016037973318	1560	79.1901902261858	1.19699971695443	139.844137931034	210.571428571429	93.114916931188	35035	0	7007	180613_M00753_0048_000000000-D43DT	PROJECT_GNATS	GEN-00000-039-C-TS
PROJECT_GNATS_0001_Lu_M_PE_407_EX	0.045199	91.9069005951459	89.794021991637	0.148233367994867	33	2.77218522533684	2338	77.5127768313458	1.15543378487386	141.399292265473	203.529411764706	87.2589908713668	164164	0	34034	180613_M00753_0048_000000000-D43DT	PROJECT_GNATS	GEN-00000-039-B-TS
PROJECT_GNATS_0001_Lv_P_PE_370_EX	0.036156	89.9657041708154	88.1126230777741	0.0802079876092488	9	3.12534572408452	2469	71.9825201902865	1.22333383481271	134.787875061485	204.461538461538	98.9503491536697	14014	0	7007	180613_M00753_0048_000000000-D43DT	PROJECT_GNATS	GEN-00000-039-A-TS
PROJECT_GNATS_0001_Pb_R_PE_506_EX	0.029298	94.2180353607755	93.5627005256331	0.112635674790088	21	0.436889890094887	1533	68.3323093726534	1.06484839132782	147.118424865961	301.5	123.770957821292	0	0	7007	180613_M00753_0048_000000000-D43DT	PROJECT_GNATS	GEN-00000-039-BC
PROJECT_GNATS_0002_Pb_R_PE_496_EX	0.030049	93.9565376551632	92.622050650604	0.136443808446205	32	0.44261040300842	1642	66.6245132949516	1.07484961547247	149.40721850317	353.666666666667	157.521497651026	23023	0	13013	180613_M00753_0048_000000000-D43DT	PROJECT_GNATS	GEN-00000-041-BC
PROJECT_GNATS_0003_Br_P_PE_388_EX	0.036925	90.9194312796209	88.7691266079892	0.173324306025728	36	2.84089370345295	2240	73.1943127962085	1.13481170982355	142.672018348624	240.652173913043	104.820180887847	9009	0	9009	180613_M00753_0048_000000000-D43DT	PROJECT_GNATS	GEN-00000-040-A-TS
PROJECT_GNATS_0003_Br_P_PE_399_EX	0.028745	92.4752130805358	90.6627239519917	0.132196903809358	24	2.02817881370673	1542	80.0939293790224	1.13964755820434	140.686780528177	250.4375	110.215112819205	0	0	6006	180613_M00753_0048_000000000-D43DT	PROJECT_GNATS	GEN-00000-040-B-TS
PROJECT_JAVABEAN_0001_Co_T_PE_289_EX	0.03744	87.946047008547	86.5998931623932	0.0587606837606838	11	5.20299145299145	2543	66.8402777777778	1.5420823380638	125.73681173505	133	40.4314961676283	281281	0	12012	180613_M00753_0048_000000000-D43DT	PROJECT_JAVABEAN	PROJECT_JAVABEAN_0001_Co_T_nn_1-1_D_S1
PROJECT_JAVABEAN_0001_Pl_R_PE_510_EX	0.02829	92.9586426299046	92.1951219512195	0.16260162601626	25	0.685754683633793	1752	67.2287027218098	1.07558591353429	143.614457373184	289.083333333333	150.245054457339	0	0	7007	180613_M00753_0048_000000000-D43DT	PROJECT_JAVABEAN	PROJECT_JAVABEAN_0001_Pl_R_nn_1-1_D_S1
PROJECT_SQUID_010124_Ov_M_PE_342_EX	0.047069	79.4854362744057	74.9835348105972	0.101977947268903	38	13.0595508721239	3461	51.039962608086	1.3099548303512	131.930906369444	135.588235294118	48.0417206229671	560560	0	28028	180517_M00753_0047_000000000-D3WJ3	PROJECT_SQUID	180213
PROJECT_SQUID_010128_Ut_P_PE_409_EX	0.049045	82.3631358956061	73.9993883168519	0.0917524722193904	37	11.1224385768172	3150	46.9426037312672	1.14896037773415	144.964723356851	205.181818181818	77.1784451559774	219219	0	41041	180517_M00753_0047_000000000-D3WJ3	PROJECT_SQUID	PROJECT_SQUID-01-0128-TS
PROJECT_SQUID_010137_Ov_P_PE_368_EX	0.04815	83.9210799584631	77.9480789200415	0.0685358255451713	32	9.8816199376947	2951	56.1308411214953	1.20165943020283	139.839759453574	193.555555555556	70.3879899968913	294294	0	27027	180517_M00753_0047_000000000-D3WJ3	PROJECT_SQUID	PROJECT_SQUID-01-0137-TS
PROJECT_SQUID_010192_Fa_M_PE_412_EX	0.047438	81.8289135292382	72.6759138243602	0.0779965428559383	30	11.4338715797462	3159	52.7530671613474	1.1361002165896	135.613864701942	206.266666666667	95.0105023434544	323323	0	12012	180517_M00753_0047_000000000-D3WJ3	PROJECT_SQUID	PROJECT_SQUID-01-0192-TS
PROJECT_SQUID_010248_Ut_P_PE_356_EX	0.047591	82.862305898174	76.9452207350129	0.0714420793847576	26	10.0418146288164	3343	60.9968271311803	1.20914972556956	139.482566248257	178.166666666667	77.143625069664	245245	0	9009	180517_M00753_0047_000000000-D3WJ3	PROJECT_SQUID	180213
PROJECT_SQUID_010263_Ov_P_PE_304_EX	0.049042	76.9462909343012	72.7967864279597	0.146812935850903	31	14.2979486970352	4222	36.7399371966886	1.399458537309	128.732589569642	146.588235294118	48.2506431819727	308308	0	28028	180517_M00753_0047_000000000-D3WJ3	PROJECT_SQUID	180213
PROJECT_SQUID_010266_Ov_P_PE_405_EX	0.04805	87.0052029136316	82.9365244536941	0.126951092611863	31	6.48074921956295	3069	64.5806451612903	1.18504974912832	140.191718892025	216.421052631579	113.384913035885	152152	0	19019	180517_M00753_0047_000000000-D3WJ3	PROJECT_SQUID	180213
PROJECT_SQUID_010268_Ov_P_PE_403_EX	0.04992	83.1189903846154	75.645032051282	0.130208333333333	40	10.1883012820513	3276	52.1354166666667	1.17080535018907	138.740293543489	185.263157894737	80.8083125643729	356356	0	22022	180517_M00753_0047_000000000-D3WJ3	PROJECT_SQUID	180213
PROJECT_SQUID_010287_Ce_P_PE_325_EX	0.04823	85.6645241550902	82.388554841385	0.105743313290483	37	8.36823553804686	2827	66.4150943396226	1.33787765940222	139.504259850905	182.666666666667	85.0679466988334	197197	0	15015	180517_M00753_0047_000000000-D3WJ3	PROJECT_SQUID	180213
PROJECT_SQUID_010296_Ut_M_PE_344_EX	0.0523	86.7456978967495	83.1606118546845	0.107074569789675	30	7.04015296367113	3194	63.1606118546845	1.22375981225217	134.127116028919	173.590909090909	56.2935965120764	102102	0	9009	180517_M00753_0047_000000000-D3WJ3	PROJECT_SQUID	180213
PROJECT_SQUID_010300_Ln_M_PE_356_EX	0.046453	81.6287430305901	74.9101242115687	0.129162809721654	49	10.9379372699287	3393	53.8716552214066	1.20796431984709	140.307365700572	180.375	69.4017966266004	364364	0	29029	180517_M00753_0047_000000000-D3WJ3	PROJECT_SQUID	180213
PROJECT_SQUID_010301_Ov_P_PE_367_EX	0.043814	89.8137581594924	86.7120098598621	0.132377778792167	33	4.22239466837084	2555	68.5397361573926	1.17019568191282	139.398744631648	180.952380952381	84.2679830690253	156156	0	20020	180517_M00753_0047_000000000-D3WJ3	PROJECT_SQUID	180213
PROJECT_SQUID_010312_Pe_M_PE_341_EX	0.043916	85.5405774660716	81.0638491665908	0.100191274250843	34	7.60087439657528	2968	54.70443574096	1.21854218704382	139.707261885748	182.625	61.3309414162215	347347	0	20020	180517_M00753_0047_000000000-D3WJ3	PROJECT_SQUID	180213
PROJECT_SQUID_010319_Ut_P_PE_396_EX	0.044632	86.3640437354365	79.9941745832587	0.145635418533787	41	7.40724144111848	2715	62.7979924717691	1.13071665346592	144.361516110621	244.0625	75.2599401657349	112112	0	13013	180517_M00753_0047_000000000-D3WJ3	PROJECT_SQUID	180302
PROJECT_SQUID_010341_So_P_PE_398_EX	0.045979	87.6748080645512	82.3397638052154	0.173992474825464	45	5.98751603993127	2834	63.1353443963549	1.12240011137408	141.439174439373	181.823529411765	55.0830766090614	174174	0	18018	180517_M00753_0047_000000000-D3WJ3	PROJECT_SQUID	180302
PROJECT_SQUID_010064_Ly_R_PE_505_EX	0.042385	93.9270968503008	93.3962486728796	0.122684912115135	33	0.346820809248555	2375	77.9355904211396	1.05228378092621	145.230614654241	275.857142857143	116.049778200599	2002	0	11011	180507_M00753_0046_000000000-D3T43	PROJECT_SQUID	PROJECT_SQUID-01-0064-BC
PROJECT_SQUID_010118_Ly_R_PE_537_EX	0.028704	93.986900780379	93.4399386845039	0.118450390189521	24	0.292642140468227	1608	69.7463768115942	1.06805764510254	140.06875973015	346	172.558782255014	0	0	10010	180507_M00753_0046_000000000-D3T43	PROJECT_SQUID	PROJECT_SQUID-01-0118-BC
PROJECT_SQUID_010128_Ly_R_PE_519_EX	0.039446	94.2072706991837	93.7281346651118	0.139431121026213	37	0.304213354966283	2110	68.5164528722811	1.05703313895605	150.496138424693	289.65	89.3293204944491	2002	0	29029	180507_M00753_0046_000000000-D3T43	PROJECT_SQUID	PROJECT_SQUID-01-0128-BC
PROJECT_SQUID_010137_Ly_R_PE_513_EX	0.036487	93.9759366349659	93.4250554992189	0.10140598021213	25	0.293255131964809	2054	74.0729574917094	1.06643650275262	144.44714048237	253.733333333333	76.1878963848954	0	0	20020	180507_M00753_0046_000000000-D3T43	PROJECT_SQUID	PROJECT_SQUID-01-0137-BC
PROJECT_SQUID_010192_Ly_R_PE_511_EX	0.037682	93.8007536754949	93.2859190064222	0.169842365054933	53	0.291916564938167	2162	69.0674592643703	1.05262374173565	149.161630736151	295.294117647059	99.8898008724569	97097	0	14014	180507_M00753_0046_000000000-D3T43	PROJECT_SQUID	PROJECT_SQUID-01-0192-BC
PROJECT_SQUID_010208_Ly_R_PE_508_EX	0.033185	93.5271960222992	93.0571041133042	0.114509567575712	33	0.334488473708001	1999	78.4270001506705	1.05292441308182	150.196765151271	297.4	123.060310417291	100100	0	10010	180507_M00753_0046_000000000-D3T43	PROJECT_SQUID	PROJECT_SQUID-01-0208-BC
PROJECT_SQUID_010213_Ly_R_PE_526_EX	0.050333	94.0416823952476	93.4277710448414	0.113245783084656	35	0.359605030496891	2761	83.5277054814933	1.05435145791103	142.577048210589	301.75	183.079456794038	9009	0	15015	180507_M00753_0046_000000000-D3T43	PROJECT_SQUID	PROJECT_SQUID-01-0213-BC
PROJECT_SQUID_010215_Ly_R_PE_519_EX	0.035507	94.2067761286507	93.7082828737995	0.1042048046864	30	0.17742980257414	1957	64.8407356295942	1.06583181977504	141.037757847534	262.3	123.046373371993	17017	0	12012	180507_M00753_0046_000000000-D3T43	PROJECT_SQUID	PROJECT_SQUID-01-0215-BC
PROJECT_SQUID_010248_Ly_R_PE_536_EX	0.038312	94.1428273125914	93.675610774692	0.21664230528294	57	0.208811860513677	2081	75.7699937356442	1.05280518419056	150.50524010203	318.2	146.409562529228	0	0	18018	180507_M00753_0046_000000000-D3T43	PROJECT_SQUID	PROJECT_SQUID-01-0248-BC
PROJECT_SQUID_010263_Ly_R_PE_530_EX	0.034839	94.3482878383421	93.8947730991131	0.0602772754671489	18	0.209535290909613	1875	77.5768535262206	1.05494752383093	145.566778217219	300.5625	123.6471637109	0	0	11011	180507_M00753_0046_000000000-D3T43	PROJECT_SQUID	PROJECT_SQUID-01-0263-BC
PROJECT_SQUID_010266_Ly_R_PE_524_EX	0.042261	94.2997089515156	93.8524881096046	0.0851849222687584	24	0.2058635621495	2286	78.1642649251083	1.0666470383555	139.731079995985	335.214285714286	169.739371041702	5005	0	13013	180507_M00753_0046_000000000-D3T43	PROJECT_SQUID	PROJECT_SQUID-01-0266-BC
PROJECT_SQUID_010300_Ly_R_PE_527_EX	0.049619	94.1212035712126	93.2344464821943	0.130998206332252	44	0.320441766258893	2693	76.6601503456337	1.06720749542962	145.856815553938	354.785714285714	191.861623711104	0	0	12012	180507_M00753_0046_000000000-D3T43	PROJECT_SQUID	PROJECT_SQUID-01-0300-BC
