samples	total_reads	pct_uniq_reads	reads_start_point	pf_bases	pct_pf_bases	pct_coding	pct_utr	pct_intronic	pct_intergenic	pct_correct_rs	pct_mrna	pct_usable	med_cv_cov	X5to3_bias	rrna_contam	project	groupID	run
PROJECT_WIZARD_0001_Bn_P_PE_324_WT	0.023514	99.9	1.475	0.3550312	84.6	24.5917	16.3039	38.5357	20.5687	98.7291	40.8956	34.6253	1.067277	1.030973	1.2	PROJECT_WIZARD	EPT0068	180810_M00146_0085_000000000-D4HK5
PROJECT_WIZARD_0002_Bn_P_PE_315_WT	0.019347	99.9	1.499	0.2921246	82.7	29.7963	20.2019	31.0689	18.9329	98.7772	49.9982	41.3603	1.024882	0.737263	2.1	PROJECT_WIZARD	EPT0511	180810_M00146_0085_000000000-D4HK5
PROJECT_WIZARD_0003_Bn_P_PE_314_WT	0.014755	99.9	1.573	0.2227854	80.5	37.635	23.5567	19.0156	19.7927	99.2655	61.1917	49.299	1.072982	1.365385	1.8	PROJECT_WIZARD	EPT0518	180810_M00146_0085_000000000-D4HK5
PROJECT_WIZARD_0004_Bn_P_PE_316_WT	0.020112	100	1.506	0.3036912	80.4	25.875	17.8877	37.7657	18.4717	98.8965	43.7626	35.1861	1.085239	2.545455	1.5	PROJECT_WIZARD	EPT0571	180810_M00146_0085_000000000-D4HK5
PROJECT_WIZARD_0005_Bn_P_PE_313_WT	0.01749	100	1.516	0.264099	82.3	27.5608	18.6599	32.7194	21.0599	98.9075	46.2207	38.0737	1.206903	2.071247	2.5	PROJECT_WIZARD	EPT0575	180810_M00146_0085_000000000-D4HK5
PROJECT_WIZARD_0006_Bn_P_PE_298_WT	0.017327	99.9	1.509	0.261532	80.8	19.1729	17.3286	47.2117	16.2867	98.3572	36.5016	29.5213	1.190407	9999	6.6	PROJECT_WIZARD	EPT0580	180810_M00146_0085_000000000-D4HK5
PROJECT_WIZARD_0007_Bn_P_PE_305_WT	0.01709	100	1.461	0.258059	81.7	35.2877	21.2185	26.9417	16.5521	99.0942	56.5062	46.1852	1.087756	1.737006	2.3	PROJECT_WIZARD	EPT0627	180810_M00146_0085_000000000-D4HK5
PROJECT_WIZARD_0008_Bn_P_PE_305_WT	0.015734	100	1.496	0.2375834	83.2	37.4134	22.3614	23.2955	16.9297	99.1404	59.7748	49.7432	1.076494	0.59375	1.6	PROJECT_WIZARD	EPT0633	180810_M00146_0085_000000000-D4HK5
PROJECT_WIZARD_0009_Bn_P_PE_353_WT	0.011087	99.9	1.147	0.1672778	95.1	38.3924	26.8215	16.4836	18.3026	99.3214	65.2139	62.0779	0.848079	0.966667	4.4	PROJECT_WIZARD	EPT0637	181018_M00753_0068_d4wv5
PROJECT_WIZARD_0010_Bn_P_PE_352_WT	0.011571	99.9	1.135	0.1746768	94.3	25.6882	17.385	43.369	13.5577	99.0355	43.0732	40.6319	1.132502	2.190135	2.2	PROJECT_WIZARD	EPT0647	181018_M00753_0068_d4wv5
PROJECT_WIZARD_0011_Bn_P_PE_345_WT	0.010556	99.9	1.089	0.1593654	95.2	24.7034	18.6766	39.2803	17.3398	99.0991	43.3799	41.3151	0.83401	1.006604	2.9	PROJECT_WIZARD	EPT0650	181018_M00753_0068_d4wv5
PROJECT_WIZARD_0012_Bn_P_PE_338_WT	0.015405	99.9	1.523	0.2324192	91.2	23.8381	25.0587	18.4046	32.6987	99.4552	48.8968	44.6159	0.94239	1.375313	8.5	PROJECT_WIZARD	EPT0688	181018_M00753_0068_d4wv5
PROJECT_WIZARD_0013_Bn_P_PE_354_WT	0.014695	99.9	1.146	0.221819	95.2	28.712	22.9114	30.7669	17.6097	99.5108	51.6234	49.1493	1.125087	1.030672	5.2	PROJECT_WIZARD	EPT0689	181018_M00753_0068_d4wv5
PROJECT_WIZARD_0014_Bn_P_PE_372_WT	0.013703	99.5	1.476	0.2059036	96.1	7.9031	39.6312	21.501	30.9648	98.7228	47.5342	45.6806	0.827733	1.28169	35.5	PROJECT_WIZARD	EPT0691	181018_M00753_0068_d4wv5
PROJECT_WIZARD_0015_Bn_P_PE_396_WT	0.011442	99.9	1.056	0.1726534	96.4	19.1716	18.7882	43.431	18.6092	98.388	37.9598	36.6185	0.750303	1.347302	6.2	PROJECT_WIZARD	EPT0714	181018_M00753_0068_d4wv5
PROJECT_WIZARD_0016_Bn_P_PE_347_WT	0.007711	99.8	1.09	0.1163002	95.3	36.7028	29.9151	18.3472	15.0349	99.3014	66.618	63.4946	0.812027	0.815761	7.7	PROJECT_WIZARD	EPT0752	181018_M00753_0068_d4wv5
PROJECT_WIZARD_0018_Bn_P_PE_316_WT	0.012314	99.9	1.401	0.1858508	80.4	27.35	20.8762	34.5942	17.1795	99.2144	48.2263	38.8177	0.759189	1.323529	4.2	PROJECT_WIZARD	EPT0817	181018_M00753_0068_d4wv5
PROJECT_WIZARD_0019_Bn_P_PE_308_WT	0.010499	99.8	1.338	0.1583688	82.5	27.9472	27.07	28.6863	16.2964	99.499	55.0172	45.4435	0.955694	1.454365	12.8	PROJECT_WIZARD	EPT0821	181018_M00753_0068_d4wv5
PROJECT_WIZARD_0020_Bn_P_PE_319_WT	0.011424	99.9	1.44	0.172442	78.5	28.5181	26.4792	26.9819	18.0208	99.1845	54.9974	43.1799	1.009307	3.505495	9.1	PROJECT_WIZARD	EPT0830	181018_M00753_0068_d4wv5
PROJECT_WIZARD_0024_Bn_P_PE_293_WT	0.027661	99.9	1.703	0.4176358	70.6	38.3958	20.5109	22.5964	18.497	99.0224	58.9067	41.5888	1.035222	1.562022	1	PROJECT_WIZARD	EPT0894	181109_M00753_0070_000000000-D4VW3
PROJECT_WIZARD_0025_Bn_P_PE_309_WT	0.026226	99.9	1.698	0.3959824	74.5	35.5566	18.4551	23.7192	22.2691	98.9455	54.0117	40.2849	0.999501	2.231402	0.9	PROJECT_WIZARD	EPT0897	181109_M00753_0070_000000000-D4VW3
PROJECT_WIZARD_0026_Bn_P_PE_299_WT	0.025614	100	1.676	0.3867714	75.5	42.013	22.9778	13.8962	21.113	99.0931	64.9908	49.1194	1.061168	2.295082	1	PROJECT_WIZARD	EPT0903	181109_M00753_0070_000000000-D4VW3
PROJECT_WIZARD_0027_Bn_P_PE_355_WT	0.021731	99.9	1.874	0.3280626	82.1	16.8634	16.9004	26.0343	40.2018	98.5416	33.7639	27.7382	0.889205	1.707254	3	PROJECT_WIZARD	EPT0911	181109_M00753_0070_000000000-D4VW3
PROJECT_WIZARD_0028_Bn_P_PE_292_WT	0.030911	99.9	1.734	0.4665296	67.3	18.9117	18.715	43.6862	18.6871	97.3518	37.6267	25.3518	0.922455	1.326957	7.7	PROJECT_WIZARD	EPT0993	181109_M00753_0070_000000000-D4VW3
PROJECT_WIZARD_0029_Bn_P_PE_308_WT	0.024447	99.9	1.654	0.3690742	73	31.5604	20.1168	29.6262	18.6966	99.2759	51.6772	37.7676	0.92832	0.982619	2	PROJECT_WIZARD	EPT1249	181109_M00753_0070_000000000-D4VW3
PROJECT_WIZARD_0030_Bn_P_PE_329_WT	0.02533	99.9	1.938	0.382332	77	22.8041	20.0201	22.3141	34.8617	99.518	42.8242	32.986	0.991894	1.010101	1.2	PROJECT_WIZARD	EPT1263	181109_M00753_0070_000000000-D4VW3
PROJECT_WIZARD_0031_Bn_P_PE_298_WT	0.024368	100	1.641	0.3679568	75.6	31.7425	21.4599	28.135	18.6626	99.0256	53.2024	40.2669	1.086572	1.642857	1.7	PROJECT_WIZARD	EPT1265	181109_M00753_0070_000000000-D4VW3
PROJECT_WIZARD_0032_Bn_P_PE_302_WT	0.027296	99.9	1.612	0.4121092	77	32.8576	21.544	26.6189	18.9795	99.4383	54.4016	41.92	1.082173	0.922667	1.6	PROJECT_WIZARD	EPT1266	181109_M00753_0070_000000000-D4VW3
PROJECT_WIZARD_0033_Bn_P_PE_304_WT	0.02604	99.9	1.579	0.3931134	78.9	29.3924	18.4245	29.7283	22.4548	98.9433	47.8169	37.7578	1.080815	1.401905	0.6	PROJECT_WIZARD	EPT1297	181109_M00753_0070_000000000-D4VW3
PROJECT_WIZARD_0034_Bn_P_PE_282_WT	0.020472	99.9	1.698	0.3090668	78.3	40.7478	21.2265	17.1119	20.9138	99.4102	61.9743	48.5293	1.046209	1.942623	0.5	PROJECT_WIZARD	EPT1509	181109_M00753_0070_000000000-D4VW3
PROJECT_WIZARD_0035_Bn_P_PE_312_WT	0.029035	99.9	1.764	0.4383832	76.1	37.3549	21.3631	18.9375	22.3445	99.4223	58.718	44.7292	1.097097	1.373107	0.9	PROJECT_WIZARD	EPT1628	181109_M00753_0070_000000000-D4VW3
PROJECT_WIZARD_0036_Bn_P_PE_308_WT	0.028795	99.9	1.689	0.434729	76.5	29.9005	16.8957	32.7285	20.4753	99.1198	46.7962	35.8307	1.118424	5.594595	2.2	PROJECT_WIZARD	EPT1631	181109_M00753_0070_000000000-D4VW3
PROJECT_WIZARD_0037_Bn_P_PE_318_WT	0.026631	99.9	1.634	0.401962	78.3	35.323	21.3062	23.1158	20.255	99.2709	56.6293	44.3799	1.103018	10.685714	0.8	PROJECT_WIZARD	EPT1733	181109_M00753_0070_000000000-D4VW3
PROJECT_WIZARD_0038_Bn_P_PE_315_WT	0.027664	99.9	1.603	0.4176358	78.3	33.9291	20.2135	26.2571	19.6004	99.2296	54.1426	42.4449	1.044261	6	1.6	PROJECT_WIZARD	EPT1766	181109_M00753_0070_000000000-D4VW3
PROJECT_WIZARD_0039_Bn_P_PE_308_WT	0.024622	99.9	1.585	0.3716714	77.6	35.6205	22.8202	24.8822	16.6771	99.4944	58.4407	45.3552	0.960321	1.991228	3.3	PROJECT_WIZARD	EPT1776	181109_M00753_0070_000000000-D4VW3
PROJECT_WIZARD_0040_Bn_P_PE_454_WT	0.02568	100	1.359	0.387768	88.5	22.3968	16.9312	34.8332	25.8387	99.0215	39.328	34.8206	0.941695	1.267952	0.5	PROJECT_WIZARD	EPT1780	181109_M00753_0070_000000000-D4VW3
PROJECT_WIZARD_0041_Bn_P_PE_308_WT	0.025996	100	1.555	0.3925396	79.3	28.9637	16.976	33.9813	20.079	98.9446	45.9397	36.4504	1.097152	3.03706	0.6	PROJECT_WIZARD	EPT1783	181109_M00753_0070_000000000-D4VW3
PROJECT_WIZARD_0042_Bn_P_PE_325_WT	0.029762	100	1.573	0.4494062	79.4	34.0985	20.7384	25.4649	19.6983	99.0967	54.8368	43.5888	1.148592	2.044444	1	PROJECT_WIZARD	EPT1806	181109_M00753_0070_000000000-D4VW3
PROJECT_WIZARD_0044_Bn_P_PE_317_WT	0.02484	99.9	1.594	0.3749028	78.9	37.103	23.2161	19.7563	19.9246	99.3294	60.3191	47.6323	0.984108	0.987013	3	PROJECT_WIZARD	EPT1815	181109_M00753_0070_000000000-D4VW3
PROJECT_WIZARD_0045_Bn_P_PE_312_WT	0.026556	99.9	1.546	0.4009352	77	25.5957	16.0411	38.2173	20.1459	98.3049	41.6367	32.0953	1.187989	3.317338	1.2	PROJECT_WIZARD	EPT1858	181109_M00753_0070_000000000-D4VW3
PROJECT_WIZARD_0050_Bn_P_PE_305_WT	0.029035	99.9	1.63	0.4383832	78.5	37.8813	22.8264	19.0542	20.2381	99.3549	60.7077	47.6599	1.035807	1.127666	0.7	PROJECT_WIZARD	EPT1884	181109_M00753_0070_000000000-D4VW3
PROJECT_WIZARD_0051_Bn_P_PE_302_WT	0.02225	100	1.615	0.335975	77.4	35.5133	25.4351	19.0794	19.9722	99.4286	60.9483	47.2158	0.915747	1.16	5.9	PROJECT_WIZARD	EPT1885	181109_M00753_0070_000000000-D4VW3
PROJECT_WIZARD_0052_Bn_P_PE_266_WT	0.020553	99.9	1.751	0.3103352	70.5	14.619	13.6613	53.3685	18.3512	97.7379	28.2802	19.945	0.696296	0.927273	4.4	PROJECT_WIZARD	EPT1897	181109_M00753_0070_000000000-D4VW3
PROJECT_WIZARD_0055_Bn_P_PE_331_WT	0.026701	99.9	1.563	0.4031096	79.8	40.2691	24.5238	17.2941	17.913	99.4926	64.7929	51.7194	0.930122	2.426367	2.2	PROJECT_WIZARD	EPT1911	181109_M00753_0070_000000000-D4VW3
PROJECT_WIZARD_0056_Bn_P_PE_305_WT	0.019053	99.6	1.893	0.2867188	78.1	19.3653	37.7687	13.5722	29.2937	98.5126	57.134	44.6737	1.117954	1.14937	27.2	PROJECT_WIZARD	EPT1926	181109_M00753_0070_000000000-D4VW3
PROJECT_WIZARD_0057_Bn_P_PE_341_WT	0.017923	99.9	1.678	0.270441	78.9	16.5368	23.0327	29.6481	30.7824	97.9601	39.5695	31.259	0.757819	0.863747	9	PROJECT_WIZARD	EPT1927	181109_M00753_0070_000000000-D4VW3
